,sentence,entities,country_entities
84,The United States provided aid to South Vietnam      and contributed to propaganda efforts against the North       but was not directly involved until the Gulf of Tonkin Resolution  passed in reaction to a supposed North Vietnamese attack upon American destroyers  brought the United States into the war as a belligerent       The war was initially viewed as a fight to contain communism  see containment  Truman Doctrine  and Domino Theory   but  as more Americans were drafted and news of events such as the Tet Offensive and My Lai massacre leaked out  American sentiment turned against the war            United States President Richard Nixon was elected partially on a promise to end the war  This Nixon Doctrine involved a gradual pullout of American forces  South Vietnamese units were supposed to replace them  backed up by American air power  ,"['The United States', 'South Vietnam', 'the North       ', 'the Gulf of Tonkin Resolution', 'North Vietnamese', 'American', 'the United States', 'Truman Doctrine', 'Domino Theory', 'Americans', 'the Tet Offensive', 'Lai', 'American', 'United States', 'Richard Nixon', 'American', 'South Vietnamese', 'American']",[]
85,The plan went awry  with Nixon  deliberately sabotaging peace talks for political gain       and the war spilled into neighboring Cambodia while South Vietnamese forces were pushed further back       Eventually  the United States and North Vietnam signed the Paris Peace Accords  ending United States involvement in the war       With the threat of United States retaliation gone  the North proceeded to violate the ceasefire and invaded the South with full military force  Saigon was captured on April           and Vietnam was unified under Communist rule a year later  effectively bringing an end to one of the most unpopular wars of all time           The Cuban Missile Crisis illustrates just how close to the brink of nuclear war the world came during the Cold War  Cuba  under Fidel Castro s socialist government  had formed close ties with the Soviet Union       This was obviously disquieting to the United States  given Cuba s proximity  When Lockheed U   spy plane flights over the island revealed that Soviet missile launchers were being installed  United States President John F  Kennedy instituted a naval blockade and publicly confronted the Soviet Union  After a tense week  the Soviet Union backed down and ordered the launchers removed  not wanting to risk igniting a new world war           ,"['Nixon', 'Cambodia', 'South Vietnamese', 'the United States', 'North Vietnam', 'the Paris Peace Accords', 'United States', 'United States', 'North', 'South', 'Saigon', 'April           ', 'Vietnam', 'Communist', 'a year later', 'one', 'The Cuban Missile Crisis', 'the Cold War', 'Cuba', 'Fidel Castro', 'the Soviet Union', 'the United States', 'Cuba', 'Lockheed', 'Soviet', 'United States', 'John F  Kennedy', 'the Soviet Union', 'a tense week', 'the Soviet Union']","['Cambodia', 'Vietnam', 'Cuba', 'Cuba']"
86,The space race edit In       humans first set foot on the Moon Main article  Space RaceWith Cold War tensions running high  the Soviet Union and United States took their rivalry to the stars in      with the Soviet launch of Sputnik       A  space race  between the two powers followed       The United StatesSR reached several important milestones  such as the first craft on the Moon  Luna         and the first human in space  Yuri Gagarin        The United States pulled ahead eventually with its Mercury  Gemini  and Apollo programs  which culminated in Apollo    astronauts landing on the Moon on    July            Five more landings with astronauts followed  Apollo    was forced to abort its mission        Nevertheless  despite its successes  the United States space program could not match many major achievements of the Soviet space program  such as rover based space exploration and image and video transfer from the surface of another planet  until the early   st century           ,"['first', 'Moon Main', 'the Soviet Union', 'United States', 'Soviet', 'Sputnik       ', 'two', 'United', 'first', 'Luna         ', 'first', 'Yuri Gagarin        The United States', 'Mercury', 'Gemini', 'Apollo', 'Apollo', 'Apollo', 'the United States', 'Soviet', 'the early   st century           ']",[]
87,In addition  both countries launched numerous probes into space  such as the Venera   and Voyager        In later decades  space became a somewhat friendlier place  Regular space flights with astronauts were made possible with the American Space Shuttle  which was the first reusable spacecraft to be successfully used       Mir and Skylab enabled prolonged human habitation in space            ,"['Voyager        ', 'later decades', 'first', 'Mir', 'Skylab']",[]
88,In the     s  work on the International Space Station began  and by the end of the century  while still incomplete  it was in continual use by astronauts from the United States  Europe  Russia  Japan  and Canada      ,"['the International Space Station', 'the end of the century', 'the United States', 'Europe', 'Russia', 'Japan', 'Canada      ']","['Russia', 'Japan']"
89,The end of the Cold War edit In       the Berlin Wall separating West and East Berlin fell Main article  Cold War            By the     s  the Soviet Union was weakening  The Sino Soviet split had removed the United StatesSR s most powerful ally  the People s Republic of China       Its arms race with the United States was draining the country of funds  and further weakened by internal pressures  ethnic and political  Mikhail Gorbachev  its last leader  attempted to reform the country with glasnost and perestroika       but the formation of Solidarity       the fall of the Berlin Wall       and the breaking off of several Soviet republics  such as Lithuania       started a slippery slope of events that culminated in a coup to overthrow Gorbachev  organized by Communist Party hard liners  Boris Yeltsin  president of Russia  organized mass opposition  and the coup failed       On December           the Soviet Union was officially disbanded into its constituent republics  thus putting a final line under the already exhausted Cold War      Information and communications technology edit Main articles  Computer  History of computing hardware  and InternetThe creation of the transistor revolutionized the development of the computer  ,"['the Cold War', 'West', 'East Berlin', 'Main', 'Cold War            ', 'the Soviet Union', 'Sino Soviet', 'United', 'the People s Republic of China       Its', 'the United States', 'Mikhail Gorbachev', 'Solidarity       ', 'the Berlin Wall       ', 'Soviet', 'Lithuania', 'Gorbachev', 'Communist Party', 'Boris Yeltsin', 'Russia', 'December           ', 'the Soviet Union', 'Cold War      Information', 'Main', 'InternetThe']","['Lithuania', 'Russia']"
90,The first computers  room sized electro mechanical devices built to break cryptographical codes during World War II       quickly became at least    times smaller using transistors       Computers became reprogrammable rather than fixed purpose devices  The invention of programming languages meant computer operators could concentrate on problem solving at a high level  without having to think in terms of the individual instructions to the computer itself       The creation of operating systems also vastly improved programming productivity  ,"['first', 'World War II       ']",[]
91,Building on this  computer pioneers could now realize what they had envisioned  The graphical user interface  piloted by a computer mouse made it simple to harness the power of the computer and made it more accessible to new users       Storage for computer programs progressed from punched cards and paper tape to magnetic tape  floppy disks and hard disks  Core memory and bubble memory fell to random access memory      Colossus Mark   computer operated by WrensThe invention of the word processor  spreadsheet and database greatly improved office productivity over the old paper  typewriter and filing cabinet methods            ,['WrensThe'],[]
92,The economic advantage given to businesses led to economic efficiencies in computers themselves  Cost effective CPUs led to thousands of industrial and home brew computer designs  many of which became successful  a home computer boom was led by the Apple II  the ZX   and the Commodore PET           IBM  seeking to embrace the microcomputer revolution  devised its IBM Personal Computer  PC   Crucially  IBM developed the PC from third party components that were available on the open market       The only impediment to another company duplicating the system s architecture was the proprietary BIOS software  Other companies  starting with Compaq  reverse engineered the BIOS and released PC compatible computers that soon became the dominant architecture            Microsoft  which produced an operating system for the PC  rode this wave of popularity to become the world s leading software company      The     s heralded the Information Age  ,"['thousands', 'IBM', 'IBM Personal Computer', 'IBM', 'third', 'Compaq', 'BIOS', 'Microsoft']",[]
93,The rise of computer applications and data processing made ethereal  information  as valuable as physical commodities  This brought about new concerns surrounding intellectual property issues  The United States Government made algorithms patentable  forming the basis of software patents       ,['The United States Government'],[]
94,The controversy over these and proprietary software led Richard Stallman to create the Free Software Foundation and begin the GNU Project  paving the way for a free software movement      Computers also became a usable platform for entertainment  Computer games were first developed by software programmers exercising their creativity on large systems at universities  but these efforts became commercially successful in arcade games such as Pong and Space Invaders       Once the home computer market was established  young programmers in their bedrooms became the core of a youthful video game industry       ,"['Richard Stallman', 'the Free Software Foundation', 'first', 'Pong and Space Invaders       Once']",[]
95,In order to take advantage of advancing technology  games consoles were created  Like arcade systems  these machines had custom hardware designed to do game oriented operations  such as sprites and parallax scrolling  in preference to general purpose computing tasks      The first model of the IBM PC  the personal computer whose successors would fill the world Computer networks appeared in two main styles  the local area network  linking computers in an office or school to each other  and the wide area network  linking the local area networks together  Initially  computers depended on the telephone networks to link to each other  spawning the Bulletin Board sub culture       However  a DARPA project to create bomb proof computer networks led to the creation of the Internet  a network of networks  The core of this network was the robust TCP IP network protocol       Thanks to efforts from Al Gore  the Internet grew beyond its military role when universities and commercial businesses were permitted to connect their networks to it            The main impetus for this was electronic mail  a far faster and convenient form of communication than a conventional letter and memo distribution  and the File Transfer Protocol  FTP   However  the Internet remained largely unknown to the general public  who were used to Bulletin Boards and services like Compuserve and America Online  ,"['first', 'IBM', 'Computer', 'two', 'the Bulletin Board', 'DARPA', 'TCP IP', 'Al Gore', 'the File Transfer Protocol', 'FTP', 'Bulletin Boards', 'Compuserve and America Online']",[]
96,This changed when Tim Berners Lee devised a simpler form of Vannevar Bush s hypertext  which he dubbed the World Wide Web        The Web  suddenly changed the Internet into a printing press beyond the geographic boundaries of physical countries  it was termed  cyberspace   Anyone with a computer and an Internet connection could write pages in the simple HTML format and publish their thoughts to the world      The Web s immense success also fueled the commercial use of the Internet  Convenient home shopping had been an element of  visions of the future  since the development of the telephone  but now the race was on to provide convenient  interactive consumerism       Companies trading through websites became known as  dot coms   due to the   com  suffix of commercial Internet addresses       The change of the century also lead to the fear and paranoia of Y K  where it was hypothesized that the World s computers would glitch and cause havoc on banks  prisons  transit systems and more The world at the end of the century edit Main article      sBy the end of the century  more technological advances and scientific discoveries had been made than in all of preceding history  Communications and information technology  transportation technology  and medical advances have radically altered daily lives  Europe appeared to be at a sustainable peace for the first time in recorded history  ,"['Tim Berners Lee', 'Vannevar Bush', 'the World Wide Web        The Web', 'the century', 'Y K', 'World', 'the end of the century', 'the end of the century', 'Europe', 'first']",[]
97,The people of the Indian subcontinent  a sixth of the world population at the end of the century  had attained indigenous independence for the first time in centuries  China  an ancient nation comprising a fifth of the world s population  was finally open to the world in a new and powerful synthesis of West and East  creating a new state after the near complete destruction of the old cultural order   With the end of colonialism and the Cold War  nearly a billion people in Africa were left with truly independent new nation states  some cut from whole cloth  standing up after centuries of foreign domination      The geographic distribution of surface warming during the   st century calculated by the HadCM  climate model if a business as usual scenario is assumed for economic growth and greenhouse gas emissions  ,"['Indian', 'a sixth', 'the end of the century', 'first', 'centuries', 'China', 'a fifth', 'West', 'East', 'the Cold War', 'billion', 'Africa', 'the   st century']",['China']
98,In this figure  the globally averaged warming corresponds to      C       F  The world was undergoing its second major period of globalization  the first  which started in the   th century  having been terminated by World War I       Since the United States was in a position of almost unchallenged domination  a major part of the process was,"['second', 'first', 'the   th century', 'World War I       Since', 'the United States']",[]
99,Americanization       This led to anti Western and anti American feelings in parts of the world  especially the Middle East       ,"['Americanization       This', 'American', 'the Middle East']",[]
100,The influence of China and India was also rising  as the world s largest populations  long marginalized by the West and by their rulers  were rapidly integrating with the world economy      However  several problems face the world  ,"['China', 'India', 'West']","['China', 'India']"
101,The gap between rich and poor nations continued to widen  Some said that this problem could not be fixed  that there was a set amount of wealth and it could only be shared by so many  Others said that the powerful nations with large economies were not doing enough to help improve the rapidly evolving economies of the Third World  However  developing countries faced many challenges  including the scale of the task to be surmounted  rapidly growing populations  and the need to protect the environment and the cost that goes along with it Terrorism  dictatorship  and the spread of nuclear weapons were other issues requiring attention  ,[],[]
102,The world was still blighted by small scale wars and other violent conflicts  fueled by competition over resources and ethnic conflicts  Despots such as Kim Jong il of North Korea continued to lead their nations toward the development of nuclear weapons      Disease threatened to destabilize many regions of the world  New viruses such as SARS and West Nile continued to spread            In poor nations  malaria and other diseases affected the majority of the population  Millions were infected with HIV  the virus which causes AIDS  ,"['Despots', 'Kim Jong', 'North Korea', 'West Nile', 'Millions']",[]
103,The virus was becoming an epidemic in southern Africa      Perhaps most importantly  it was speculated that in the long term  environmental problems threatened the planet s livability  The most serious problem was global warming  which was predicted to frequently flood coastal areas  due to human caused emission of greenhouse gases  particularly carbon dioxide produced by the burning of fossil fuels  Like the threat of a nuclear world war  the shift of climate change has since added to the fear of the possibility of human extinction  although not overnight but over several decades       ,"['Africa      ', 'several decades']",[]
104,This prompted many nations to negotiate and sign the Kyoto treaty  which set mandatory limits on carbon dioxide emissions      The celebration of the   th century s ending expressed the popular opinion that New Year s Eve      and New Year s Day      marked the turn of the millennium  while strictly speaking the   th century ended on New Year s Eve      and the   st century began on New Year s Day      See also edit Timeline of the   th centuryInfectious disease in the   th centuryDeath rates in the   th centuryList of battles            th century inventions  th century artList of   th century religious leadersModernismModern artReferences edit    Franz Ferdinand assassinated in Sarajevo   Century Ireland   www rte ie  Retrieved               How The World Went To War In        Imperial War Museums    February       Retrieved              Wilde  Robert    September         The Major Alliances of World War I Began as Hope for Mutual Protection   ThoughtCo  Retrieved               Who was involved in the First World War  Who was on each side    History Extra  Retrieved               WWI Centennial  The Treaty of Brest Litovsk   mentalfloss com              Retrieved              Anthony  Maria    August         From Amiens to Armistice  The Hundred Days Offensive   Imperial War Museums  Retrieved               First World War com   Weapons of War  Machine Guns   www firstworldwar com  Retrieved              Mason  Amanda    January         ,"['Kyoto', 'the   th century s ending', 'New Year s Eve      ', 'New Year s', 'the turn of the', 'New Year s Eve      ', 'the   st century', 'New Year s Day      See', 'Franz Ferdinand', 'Sarajevo', 'Century Ireland', 'World War I Began as Hope for Mutual Protection', 'ThoughtCo  Retrieved               ', 'the First World War  Who', 'The Treaty of Brest Litovsk', 'Anthony  Maria    ', 'Armistice', 'The Hundred Days Offensive', 'Imperial War Museums  Retrieved               First World War', 'Retrieved              Mason', 'Amanda']",[]
105,The U Boat Campaign That Almost Broke Britain   Imperial War Museums  Retrieved               Remembering the day the first poison gas attack changed the face of warfare forever   The Independent              Retrieved              Brosnan  Matt    January         How Britain Invented The Tank In The First World War   Imperial War Museums  Retrieved              Dunleavy  Brian   Life in the Trenches of World War I   HISTORY  Retrieved               The National Archives Learning Curve   The Great War   ,"['The U Boat Campaign', 'Britain', 'Imperial War Museums  Retrieved               Remembering', 'the day', 'first', 'The Independent              Retrieved              Brosnan  Matt    ', 'World War', 'Imperial War Museums  Retrieved              Dunleavy  Brian   Life', 'World War I   ', 'The National Archives Learning Curve', 'The Great War']",[]
106,Why was it hard to make peace    www nationalarchives gov uk  Retrieved               First World War com   Primary Documents   Friedrich Ebert on the First Post Imperial German Government        November        www firstworldwar com  Retrieved               Crumbling of Empires and Emerging States  Czechoslovakia and Yugoslavia as  Multi national Countries   International Encyclopedia of the First World War  WW     encyclopedia           online net  Retrieved               BBC   History   World Wars  The League of Nations and the United Nations   www bbc co uk  Retrieved              Schmitt  Hans A   Virginia  University of         Neutral Europe Between War and Revolution           Charlottesville  VA  University of Virginia Press  p       ISBN                  On the Final Victory of Socialism in the United StatesS R   www marxists org  Retrieved               Collectivization and Industrialization   www loc gov  Retrieved              Darling  Kylie          ,"['Primary Documents', 'Friedrich Ebert', 'the First Post Imperial German Government', 'November', 'Retrieved               Crumbling of Empires', 'Emerging States', 'Czechoslovakia', 'Yugoslavia', 'the First World War  WW     ', 'BBC', 'the United Nations', 'bbc', 'uk  ', 'Virginia  University of         Neutral Europe', 'Between War and Revolution           Charlottesville  VA  University of Virginia Press  p       ISBN                  On the Final Victory of Socialism', 'Retrieved               Collectivization and Industrialization']","['Czechoslovakia', 'Yugoslavia']"
107,The Foreign Communist Experience in Stalin s United StatesSR  A Course in Disillusionment   Honors Project            Politics in The Great Depression   www shmoop com  Retrieved              Marks  Julie   What Caused the Stock Market Crash of         HISTORY  Retrieved              Webb  Allen P   Weighing the United States government s response to the crisis  ,"['Stalin', 'The Great Depression', 'United States']",[]
108,A dialogue   McKinsey   www mckinsey com  Retrieved               Why did the Great Depression cause a crisis for capitalism    South African History Online              Retrieved              Amenta  Edwin  Carruthers  Bruce G   October         ,"['McKinsey', 'the Great Depression', 'October']",[]
109,The Formative Years of United States Social Spending Policies  Theories of the Welfare State and the American States During the Great Depression   American Sociological Review                   doi                  JSTOR           Ebner  Michael                 ,"['United States Social', 'the American States During', 'the Great Depression']",[]
110,This Is the Violence of Which I Approve   A short history of the political violence that helped Mussolini attain,['Mussolini'],[]
111,power   Slate  ISSN            Retrieved              Douglasandslavery Says                Benito Mussolini   the Italian Fascism State   Italian Fascism  Retrieved              Connelly  John          Nazis and Slavs  From Racial Theory to Racist Practice   Central European University                JSTOR           Steinweis  Alan E   Rogers  Daniel E          The Impact of Nazism  New Perspectives on the Third Reich and Its Legacy  Lincoln   London  University of Nebraska Press  p      ISBN                 Gritz  Jennie Rothenberg                Early Warnings  How American Journalists Reported the Rise of Hitler   The Atlantic  Retrieved               Pre war British government responses   The Holocaust Explained  Archived from the original on             Retrieved               Hitler announces an Anschluss with Austria   HISTORY    November       Retrieved              Nelsson  Richard     September         The Munich Agreement   archive  September        The Guardian  ISSN            Retrieved              Wiegrefe  Klaus                The Road to World War II  How Appeasement Failed to Stop Hitler   Spiegel Online  Retrieved               Between the wars   failure of the young democracies   deutschland de              Retrieved              Peck  Michael                The Spanish Civil War  A Trial Run for World War II   The National Interest  Retrieved               BBC   History   World Wars  Invasion of Poland   www bbc co uk  Retrieved               Molotov Ribbentrop Pact  A  honeymoon  for two dictators   DW                DW COM  Retrieved               The End of Trench Warfare   Trench Warfare  Retrieved               German Soviet Nonaggression Pact   HISTORY  ,"['Slate', 'Benito Mussolini', 'Italian', 'Italian', 'John          Nazis', 'Slavs', 'Racist Practice', 'Central European University', 'Steinweis', 'Alan E   ', 'the Third Reich', 'Lincoln', 'London', 'University of Nebraska Press', 'Gritz', 'Jennie Rothenberg                Early Warnings', 'British', 'The Holocaust Explained  Archived', 'Anschluss', 'Austria', 'The Munich Agreement', 'September', 'Guardian', 'ISSN', 'Klaus                The Road to', 'World War II  How Appeasement Failed to', 'Stop Hitler', 'Spiegel Online  Retrieved               ', 'Michael                ', 'The Spanish Civil War  A Trial Run for World War II', 'The National Interest  Retrieved               ', 'BBC', 'Poland', 'bbc', 'two', 'DW                DW COM  Retrieved               The End of', 'Trench Warfare  Retrieved', 'Soviet']","['Austria', 'Poland']"
112,Retrieved               Winter War  Russia Invades Finland   warfarehistorynetwork com  Retrieved               Why Finland allied itself with Nazi Germany   Letter   The Guardian              ISSN            Retrieved               Britain s  Phoney  Start To The Second World War   Imperial War Museums  Retrieved                     Churchill takes helm as Germans advance   BBC              Retrieved              Saunders  Tim               Fort Eben Emael  Casemate Publishers  ISBN                  BBC   History   World Wars  ,"['Russia Invades Finland', 'Nazi Germany', 'Letter', 'The Guardian              ISSN            Retrieved', 'Britain', 'Phoney', 'The Second World War   ', 'Imperial War Museums  Retrieved                     Churchill', 'Germans', 'BBC              Retrieved', 'Tim               Fort Eben', 'BBC']",[]
113,The Norway Campaign in World War Two   www bbc co uk  Retrieved               Germany s Invasion of Denmark and Norway   Bulletin of International News                      April       JSTOR            Levine  Paul A           Swedish neutrality during the Second World War  tactical success or moral compromise    In Wylie  Neville  ed    European Neutrals and Non Belligerents During the Second World War  Cambridge University Press  ISBN                  France to surrender   HISTORY     July       Retrieved               The Evacuation of Dunkirk   May        Historic UK  Retrieved               On This Day  France Surrenders to Nazi Germany   www findingdulcinea com     June       Retrieved              Zimmerman  Dwight   Charles de Gaulle and the Free French   Defense Media Network  Retrieved              Carrier  Richard                R flexions sur l efficacit  militaire de l arm e des Alpes        juin        Revue Historique des Arm es  in French                doi         rha           ISSN            S CID              Italy a burden on Hitler in World War II   World   Dunya News   dunyanews tv     February       Retrieved               Italy Tried to Invade Greece in World War II  ,"['The Norway Campaign in World', 'bbc', 'uk  ', 'Denmark', 'Norway', 'Bulletin of International News                      ', 'Swedish', 'the Second World War', 'Wylie', 'Neville', 'the Second World War  Cambridge University Press  ISBN', 'Dunkirk', 'UK', 'This Day', 'France Surrenders', 'Nazi Germany', 'Charles de Gaulle', 'Defense Media Network  Retrieved', 'Richard                ', 'militaire de l', 'Alpes        ', 'French', 'ISSN', 'Hitler', 'World War II', 'Dunya News', 'Greece', 'World War II']","['Denmark', 'Norway', 'Greece']"
114,It Was a Disaster   The National Interest              Retrieved                     Victory for RAF in Battle of Britain               Retrieved              Grant  Rebecca  October         ,"['The National Interest              Retrieved                     ', 'RAF', 'Battle', 'October']",[]
115,The Stuka Terror  Germany s shrieking Ju    dive bomber lingered in the mind as a truly dreaded air weapon   Air Force Magazine  Retrieved               BBC   History   Britain bombs Berlin  pictures  video  facts   news    www bbc co uk  Retrieved               BBC   History   Hitler postpones the invasion of Britain  pictures  video  facts   news    www bbc co uk  Retrieved               The Radar and the Battle of Britain   History Learning Site  Retrieved              Middleton  Drew                Hitler s Russian Blunder   The New York Times  ISSN            Retrieved              Shirer  William L          Rise And Fall Of The Third Reich  ,"['Germany', 'Ju', 'Air Force Magazine  Retrieved               ', 'BBC', 'Britain', 'Berlin', 'bbc', 'BBC', 'Hitler', 'Britain', 'bbc', 'Radar', 'the Battle of Britain', 'History Learning Site  Retrieved', 'Drew                Hitler s Russian Blunder', 'The New York Times', 'ISSN', 'William L          ']",['Germany']
116,A History of Nazi Germany  New York  Simon and Schuster  p       ISBN                  Operation Barbarossa   HISTORY     October       Retrieved               What Stalin Knew  The Enigma of Barbarossa   Central Intelligence Agency   www cia gov  Archived from the original on June           Retrieved              Hickman  Kennedy     September         Death in the Snow  Battle of Moscow   ThoughtCo  Retrieved               Rommel in Africa   HISTORY     November       Retrieved               World War II  North Africa Campaign   HistoryNet              Retrieved               World War II in the Middle East   warfarehistorynetwork com  Retrieved               Germany s Sixth Army in Stalingrad in World War II   HistoryNet              Retrieved               Germany declares war on the United States   HISTORY     November       Retrieved              Peck  Michael                ,"['Nazi Germany', 'New York', 'Simon', 'Schuster', 'Stalin Knew', 'cia', 'June           Retrieved', 'Moscow', 'ThoughtCo', 'Africa', 'World War II', 'World War II', 'the Middle East', 'Germany', 'Sixth Army', 'Stalingrad', 'World War II', 'the United States', 'Michael                ']",['Germany']
117,Why the Battle of Kursk Might Just Be the Most Misunderstood World War II Battle   The National Interest  Retrieved              Barr  Niall         Pendulum of War  ,"['Kursk', 'The National Interest  Retrieved', 'Niall         Pendulum']",[]
118,The Three Battles of El Alamein  Overlook Press  ISBN                 Evans  Richard J                 Why Hitler s grand plan during the second world war collapsed   The Guardian  ISSN            Retrieved              Herder  Brian Lane               Operation Torch       ,"['El Alamein', 'Overlook Press  ISBN                 ', 'Evans', 'second', 'Guardian', 'ISSN']",[]
119,The invasion of French North Africa  Bloomsbury Publishing  ISBN                     Years Ago  The United States Invasion of Italy   The National WWII Museum   New Orleans    September       Retrieved                     Italy s surrender announced   BBC              Retrieved               Liberating Rome and Central Italy  a World War II Online Interactive  Released   American Battle Monuments Commission    June       Retrieved              Syrett  David         The Defeat of the German U boats  The Battle of the Atlantic  Columbia  SC  Univ of South Carolina Press  pp  ix  ISBN                  What You Need To Know About The Battle Of The Atlantic   Imperial War Museums  Retrieved              Ross  John               The Forecast for D day  And the Weatherman behind Ike s Greatest Gamble  Lyons Press  ISBN                 Hall  Anthony         D Day  Operation Overlord Day by Day  MBI Publishing Company LLC  p      ISBN                 Palek  Stephanie                Operation Valkyrie        www lib cam ac uk  Retrieved              Balfour  Michael         Withstanding Hitler  London  Routledge  p       ISBN                  Aug             Paris Is Liberated After   Year Nazi Occupation   The Learning Network              Retrieved              Hollingham  Richard    September         V   The Nazi rocket that launched the space age   BBC  Retrieved    December            Bloodiest Battles of World War II   www militaryeducation org  Archived from the original on             Retrieved               How Churchill  Roosevelt,"['French', 'North Africa', 'Bloomsbury Publishing', 'Years Ago', 'The United States Invasion of', 'The National WWII Museum', 'New Orleans', 'Italy', 'BBC              Retrieved               Liberating Rome', 'Central Italy', 'World War II Online Interactive', 'American Battle Monuments Commission', 'German', 'The Battle of the Atlantic  Columbia', 'SC', 'Univ of South Carolina', 'The Battle Of The Atlantic', 'Imperial War Museums  Retrieved              Ross', 'John               ', 'Weatherman', 'Ike', 'ISBN                 Hall  Anthony         D Day  Operation Overlord Day by Day  MBI Publishing Company LLC  p      ISBN                 Palek  Stephanie                Operation Valkyrie        ', 'lib cam', 'Withstanding Hitler', 'London', 'Paris', 'Liberated', 'Year', 'Nazi Occupation', 'The Learning Network              Retrieved', 'Nazi', 'BBC', 'World War II', 'Roosevelt']",['Italy']
120,And Stalin Planned To End The Second World War   Imperial War Museums  Retrieved               The Cold War origins          The Yalta Conference   BBC  Retrieved    December        ,"['Stalin Planned To', 'The Second World War   ', 'Imperial War Museums  Retrieved               The Cold War', 'BBC']",[]
121,Biddiscombe  Alexander Perry  Biddiscombe  Perry         Werwolf   The History of the National Socialist Guerrilla Movement             Toronto  University of Toronto Press  p       ISBN                 Linge  Heinz         With Hitler to the End  The Memoirs of Adolf Hitler s Valet  Frontline Books  p       ISBN                  May           Nazi Germany Surrenders in World War II   The Learning Network              Retrieved              Horvitz  Leslie Alan  Catherwood  Christopher         Encyclopedia of War Crimes and Genocide  New York  Infobase Publishing  p       ISBN                 Han  Suk Jung                The Problem of Sovereignty  Manchukuo              Positions  East Asia Cultures Critique                   doi                            ,"['Alexander Perry  Biddiscombe  Perry         Werwolf', 'the National Socialist Guerrilla Movement             Toronto  University of Toronto Press  p       ISBN                 Linge  Heinz         With Hitler', 'Adolf Hitler s Valet  Frontline Books  p       ISBN                  May           ', 'World War II', 'The Learning Network              Retrieved', 'Leslie Alan  Catherwood', 'Christopher         Encyclopedia', 'War Crimes and Genocide', 'New York', 'Infobase Publishing  p       ISBN                 Han', 'Suk Jung                The Problem of Sovereignty  Manchukuo              Positions  East Asia Cultures Critique                   ']",[]
122,ISSN            S CID              BBC   History   World Wars  Japan s Quest for Empire   www bbc co uk  Retrieved              Cavendish  Richard    July         ,"['BBC', 'bbc', 'uk  ', 'Cavendish']",[]
123,The Marco Polo Bridge Incident   History Today           Kaiser  Davi  July            ,[],[]
124,The War That Started    Years Ago Wouldn t Happen Today  ,['The War That Started'],[]
125,We Can Still Learn From It   ,[],[]
126,Time  Retrieved               Second Sino Japanese War             Anti Japanese War   Eight Year War of Resistance   www globalsecurity org  Retrieved               The Avalon Project  Summary of the Three Power Pact Between Germany  Italy  and Japan  Signed at Berlin  September            avalon law yale edu  Retrieved               The Forgotten Reason Why Japan Attacked Pearl Harbor   The National Interest              Retrieved               The United States declares war on Japan   HISTORY     November       Retrieved               The Declaration of War Against Japan   United States House of Representatives  History  Art   Archives   history house gov    December       ,"['Sino Japanese War             Anti Japanese War', 'Eight Year War of Resistance', 'Retrieved               The Avalon Project', 'the Three Power Pact Between', 'Germany', 'Italy', 'Japan', 'Berlin', 'September', 'Japan', 'Pearl Harbor', 'The National Interest              Retrieved               ', 'The United States', 'Japan', 'Japan', 'United States', 'House of Representatives  History  Art   Archives']","['Germany', 'Italy', 'Japan', 'Japan', 'Japan', 'Japan']"
127,Retrieved              Costello  John               The Pacific War             Harper Collins  ISBN                  The History Place   Timeline of Pacific War   www historyplace com  Retrieved               From the Jaws of Death  MacArthur s Escape from the Philippines   warfarehistorynetwork com     November       Retrieved               Bombing of Darwin   Australian Maritime Museum   stories anmm gov au  Archived from the original on             Retrieved               Battle of the Coral Sea   Naval History and Heritage Command  Retrieved              Keegan  John         The Second World War  New York  Penguin Books  p       ISBN                     Prange  Gordon W   Goldstein  Donald M   Dillon  Katherine V          Miracle at Midway  Open Road Media  p     ISBN                 Toll  Ian W                The Conquering Tide  War in the Pacific Islands             War in the Pacific Islands             W  W  Norton   Company  ISBN                  The Second Battle of Guam   Marine Corps Association   www mca marines org  Archived from the original on             Retrieved               The Last Aircraft Carrier Showdown  Welcome to the Battle of the Philippine Sea   The National Interest              Retrieved               The Largest Naval Sea Battles in Military History  ,"['John               ', 'Pacific War', 'the Jaws of Death  MacArthur s Escape', 'Philippines', 'Darwin', 'Australian', 'the Coral Sea', 'World War', 'New York  Penguin Books  p', 'Gordon W', 'Dillon  Katherine V          Miracle', 'Midway  Open Road Media  p     ISBN                 Toll  Ian W                The Conquering Tide  War', 'the Pacific Islands             War', 'the Pacific Islands', 'Norton', 'Marine Corps Association', 'mca', 'the Battle of the Philippine Sea', 'The National Interest              Retrieved               The Largest Naval Sea Battles']",['Philippines']
128,A Closer Look at the Largest and Most Influential Naval Battles in World History   Norwich University Online  Retrieved              Murphy  Daniel T                 The Geometry of War at Sea  ,['Daniel T                 '],[]
