,sentence,entities
343,plan    went    awry         with    Nixon    deliberately    sabotaging    peace    talks    for    political    gain                      and    war    spilled    into    neighboring    Cambodia    while    South    Vietnamese    forces    were    pushed    further    back    .                 ,"['Nixon', 'Cambodia', 'Vietnamese']"
344,Eventually         the United States    and    North    Vietnam    signed    Paris    Peace    Accords         ending    the United States    involvement    in    war    .                 ,"['the United States', 'Vietnam', 'Paris    Peace    Accords         ending    the United States    ']"
345,With    threat    of    the United States    retaliation    gone         North    proceeded    to    violate    ceasefire    and    invaded    South    with    full    military    force    .    ,"['the United States', 'South']"
346,Saigon    was    captured    on    April                    and    Vietnam    was    unified    under    Communist    rule    a    year    later         effectively    bringing    an    end    to    one    of    most    unpopular    wars    of    all    time    .                              ,"['Saigon', 'Vietnam', 'Communist']"
347,Cuban    Missile    Crisis    illustrates    just    how    close    to    brink    of    nuclear    war    world    came    during    Cold    War    .    ,"['Cuban', 'Cold    War']"
348,"Cuba         under    Fidel    Castro   "" s""   socialist    government         had    formed    close    ties    with    Soviet    Union    .                 ",['Castro']
349,"This    was    obviously    disquieting    to    United    States         given    Cuba   "" s""   proximity    .    ",['Cuba']
350,When    Lockheed    U-2    spy    plane    flights    over    island    revealed    that    Soviet    missile    launchers    were    being    installed         the United States    President    John    F.    Kennedy    instituted    a    naval    blockade    and    publicly    confronted    Soviet    Union    .    ,"['Soviet', 'the United States', 'John    F.    Kennedy']"
351,After    a    tense    week         Soviet    Union    backed    down    and    ordered    launchers    removed         not    wanting    to    risk    igniting    a    new    world    war    .                              ,[]
352,space    race         edit         In            humans    first    set    foot    on    Moon.,['first']
353,Main    article    :    Space    RaceWith    Cold    War    tensions    running    high         Soviet    Union    and    United    States    took    their    rivalry    to    stars    in       with    Soviet    launch    of    Sputnik    .                 ,['Soviet']
354,"A    ``    space    race   ""  ""   between    two    powers    followed    .                 ",[]
355,the Soviet Union    reached    several    important    milestones         such    as    first    craft    on    Moon         Luna                         and    first    human    in    space         Yuri    Gagarin         .                 ,"['the Soviet Union', 'Luna                         ']"
356,the United States    pulled    ahead    eventually    with    its    Mercury         Gemini         and    Apollo    programs         which    culminated    in    Apollo       astronauts    landing    on    Moon    on       July       .                 ,"['the United States', 'Apollo', 'Apollo       ']"
357,Five    more    landings    with    astronauts    followed         Apollo       was    forced    to    abort    its    mission         .                 ,['Five']
358,Nevertheless         despite    its    successes         the United States    space    program    could    not    match    many    major    achievements    of    Soviet    space    program         such    as    rover-based    space    exploration    and    image    and    video    transfer    from    surface    of    another    planet         until    early   st    century    .                              ,"['the United States', 'Soviet']"
359,In    addition         both    countries    launched    numerous    probes    into    space         such    as    Venera       and    Voyager       .                 ,[]
360,In    later    decades         space    became    a    somewhat    friendlier    place    .    ,[]
361,Regular    space    flights    with    astronauts    were    made    possible    with    the United Statesn    Space    Shuttle         which    was    first    reusable    spacecraft    to    be    successfully    used    .                 ,['first']
362,Mir    and    Skylab    enabled    prolonged    human    habitation    in    space    .                              ,"['Mir', 'Skylab']"
363,In   s         work    on    International    Space    Station    began         and    by    end    of    century         while    still    incomplete         it    was    in    continual    use    by    astronauts    from    United    States         Europe         Russia         Japan         and    Canada    .                 ,['Canada']
364,end    of    Cold    War         edit         In            Berlin    Wall    separating    West    and    East    Berlin    fell.,['Berlin']
365,Main    article    :    Cold    War        -1991         By   s         Soviet    Union    was    weakening    .    ,[]
366,"Sino-Soviet    split    had    removed    the Soviet Union   "" s""   most    powerful    ally         People   "" s""   Republic    of    China    .                 ","['Sino-Soviet', 'the Soviet Union', 'China']"
367,Its    arms    race    with    the United States    was    draining    country    of    funds         and    further    weakened    by    internal    pressures         ethnic    and    political    .    ,['the United States']
368,Mikhail    Gorbachev         its    last    leader         attempted    to    reform    country    with    glasnost    and    perestroika                      but    formation    of    Solidarity                      fall    of    Berlin    Wall                      and    breaking-off    of    several    Soviet    republics         such    as    Lithuania                      started    a    slippery    slope    of    events    that    culminated    in    a    coup    to    overthrow    Gorbachev         organized    by    Communist    Party    hard-liners    .    ,['Soviet']
369,Boris    Yeltsin         president    of    Russia         organized    mass    opposition         and    coup    failed    .                 ,[]
370,On    December                    Soviet    Union    was    officially    disbanded    into    its    constituent    republics         thus    putting    a    final    line    under    already    exhausted    Cold    War    .                 ,['Cold    War    ']
371,Information    and    communications    technology         edit         Main    articles    :    Computer         History    of    computing    hardware         and    InternetThe    creation    of    transistor    revolutionized    development    of    computer    .    ,[]
372,first    computers         room-sized    electro-mechanical    devices    built    to    break    cryptographical    codes    during    World    War    II                      quickly    became    at    least       times    smaller    using    transistors    .                 ,"['first', 'World    War    II                      ']"
373,Computers    became    reprogrammable    rather    than    fixed-purpose    devices    .    ,[]
374,invention    of    programming    languages    meant    computer    operators    could    concentrate    on    problem    solving    at    a    high-level         without    having    to    think    in    terms    of    individual    instructions    to    computer    itself    .                 ,[]
375,creation    of    operating    systems    also    vastly    improved    programming    productivity    .    ,[]
376,Building    on    this         computer    pioneers    could    now    realize    what    they    had    envisioned    .    ,[]
377,graphical    user    interface         piloted    by    a    computer    mouse    made    it    simple    to    harness    power    of    computer    and    made    it    more    accessible    to    new    users    .                 ,[]
378,Storage    for    computer    programs    progressed    from    punched    cards    and    paper    tape    to    magnetic    tape         floppy    disks    and    hard    disks    .    ,[]
379,Core    memory    and    bubble    memory    fell    to    random    access    memory    .                 ,[]
380,Colossus    Mark       computer    operated    by    WrensThe    invention    of    word    processor         spreadsheet    and    database    greatly    improved    office    productivity    over    old    paper         typewriter    and    filing    cabinet    methods    .                              ,"['Mark       ', 'WrensThe']"
381,economic    advantage    given    to    businesses    led    to    economic    efficiencies    in    computers    themselves    .    ,[]
382,Cost-effective    CPUs    led    to    thousands    of    industrial    and    home-brew    computer    designs         many    of    which    became    successful    ;    a    home-computer    boom    was    led    by    Apple    II         ZX80    and    Commodore    PET    .                              ,[]
383,IBM         seeking    to    embrace    microcomputer    revolution         devised    its    IBM    Personal    Computer         PC         .    ,"['IBM', 'IBM']"
384,Crucially         IBM    developed    PC    from    third-party    components    that    were    available    on    open    market    .                 ,"['IBM', 'third']"
385,"only    impediment    to    another    company    duplicating    system   "" s""   architecture    was    proprietary    BIOS    software    .    ",[]
386,Other    companies         starting    with    Compaq         reverse    engineered    BIOS    and    released    PC    compatible    computers    that    soon    became    dominant    architecture    .                              ,['Compaq         ']
387,"Microsoft         which    produced    an    operating    system    for    PC         rode    this    wave    of    popularity    to    become    world   "" s""   leading    software    company    .                ",['Microsoft         ']
388,s    heralded    Information    Age    .    ,[]
389,"rise    of    computer    applications    and    data    processing    made    ethereal    ``    information   ""  ""   as    valuable    as    physical    commodities    .    ",[]
390,This    brought    about    new    concerns    surrounding    intellectual    property    issues    .    ,[]
391,the United States    Government    made    algorithms    patentable         forming    basis    of    software    patents    .                 ,['the United States    Government']
392,controversy    over    these    and    proprietary    software    led    Richard    Stallman    to    create    Free    Software    Foundation    and    begin    GNU    Project         paving    way    for    a    free    software    movement    .                 ,['Project         ']
393,Computers    also    became    a    usable    platform    for    entertainment    .    ,[]
394,Computer    games    were    first    developed    by    software    programmers    exercising    their    creativity    on    large    systems    at    universities         but    these    efforts    became    commercially    successful    in    arcade    games    such    as    Pong    and    Space    Invaders    .                 ,['first']
395,Once    home    computer    market    was    established         young    programmers    in    their    bedrooms    became    core    of    a    youthful    video    game    industry    .                 ,[]
396,In    order    to    take    advantage    of    advancing    technology         games    consoles    were    created    .    ,[]
397,Like    arcade    systems         these    machines    had    custom    hardware    designed    to    do    game-oriented    operations         such    as    sprites    and    parallax    scrolling         in    preference    to    general    purpose    computing    tasks    .                 ,[]
398,first    model    of    IBM    PC         personal    computer    whose    successors    would    fill    world.,"['first', 'IBM']"
399,Computer    networks    appeared    in    two    main    styles    ;    local    area    network         linking    computers    in    an    office    or    school    to    each    other         and    wide    area    network         linking    local    area    networks    together    .    ,[]
400,Initially         computers    depended    on    telephone    networks    to    link    to    each    other         spawning    Bulletin    Board    sub-culture    .                 ,[]
401,However         a    DARPA    project    to    create    bomb-proof    computer    networks    led    to    creation    of    Internet         a    network    of    networks    .    ,['DARPA']
402,core    of    this    network    was    robust    TCP/IP    network    protocol    .                 ,[]
403,Thanks    to    efforts    from    Al    Gore         Internet    grew    beyond    its    military    role    when    universities    and    commercial    businesses    were    permitted    to    connect    their    networks    to    it    .                              ,[]
404,main    impetus    for    this    was    electronic    mail         a    far    faster    and    convenient    form    of    communication    than    a    conventional    letter    and    memo    distribution         and    File    Transfer    Protocol         FTP         .    ,[]
405,However         Internet    remained    largely    unknown    to    general    public         who    were    used    to    Bulletin    Boards    and    services    like    Compuserve    and    the United States    Online    .    ,['the United States']
406,"This    changed    when    Tim    Berners-Lee    devised    a    simpler    form    of    Vannevar    Bush   "" s""   hypertext         which    he    dubbed    World    Wide    Web    .                 ","['Bush', 'World    Wide    Web    ']"
407,"``    Web   ""  ""   suddenly    changed    Internet    into    a    printing    press    beyond    geographic    boundaries    of    physical    countries    ;    it    was    termed    ``    cyberspace   ""  ""   .    ",[]
408,Anyone    with    a    computer    and    an    Internet    connection    could    write    pages    in    simple    HTML    format    and    publish    their    thoughts    to    world    .                 ,[]
409,"Web   "" s""   immense    success    also    fueled    commercial    use    of    Internet    .    ",[]
410,"Convenient    home    shopping    had    been    an    element    of    ``    visions    of    future   ""  ""   since    development    of    telephone         but    now    race    was    on    to    provide    convenient         interactive    consumerism    .                 ",[]
411,"Companies    trading    through    websites    became    known    as    ``    dot    coms   ""  ""        due    to    ``    .com   ",[]
412,"""  ""   suffix    of    commercial    Internet    addresses    .                 change    of    century    also    lead    to    fear    and    paranoia    of    Y2K         where    it    was    hypothesized    that    World   "" s""   computers    would    glitch    and    cause    havoc    on    banks         prisons         transit    systems    and    more.",[]
413,The    world    at    end    of    century         edit         Main    article    :   sBy    end    of    century         more    technological    advances    and    scientific    discoveries    had    been    made    than    in    all    of    preceding    history    .    ,[]
414,Communications    and    information    technology         transportation    technology         and    medical    advances    have    radically    altered    daily    lives    .    ,[]
415,Europe    appeared    to    be    at    a    sustainable    peace    for    first    time    in    recorded    history    .    ,"['Europe', 'first']"
416,people    of    Indian    subcontinent         a    sixth    of    world    population    at    end    of    century         had    attained    indigenous    independence    for    first    time    in    centuries    .    ,"['Indian', 'first']"
417,"China         an    ancient    nation    comprising    a    fifth    of    world   "" s""   population         was    finally    open    to    world    in    a    new    and    powerful    synthesis    of    West    and    East         creating    a    new    state    after    near-complete    destruction    of    old    cultural    order    .    ","['China         ', 'fifth', 'East         ']"
418,With    end    of    colonialism    and    Cold    War         nearly    a    billion    people    in    Africa    were    left    with    truly    independent    new    nation-states         some    cut    from    whole    cloth         standing    up    after    centuries    of    foreign    domination    .                 ,['Africa']
419,geographic    distribution    of    surface    warming    during   st    century    calculated    by    HadCM3    climate    model    if    a    business    as    usual    scenario    is    assumed    for    economic    growth    and    greenhouse    gas    emissions    .    ,[]
420,In    this    figure         globally    averaged    warming    corresponds    to   .0    °C        .4    °F         .The    world    was    undergoing    its    second    major    period    of    globalization    ;    first         which    started    in   th    century         having    been    terminated    by    World    War    I    .                 ,"['F         .The    ', 'second']"
421,Since    the United States    was    in    a    position    of    almost    unchallenged    domination         a    major    part    of    process    was    the United Statesnization    .                 ,['the United States']
422,This    led    to    anti-Western    and    anti-the United Statesn    feelings    in    parts    of    world         especially    Middle    East    .                 ,['Middle    East    ']
423,"influence    of    China    and    India    was    also    rising         as    world   "" s""   largest    populations         long    marginalized    by    West    and    by    their    rulers         were    rapidly    integrating    with    world    economy    .                 ","['China', 'India']"
424,However         several    problems    face    world    .    ,[]
425,gap    between    rich    and    poor    nations    continued    to    widen    .    ,[]
426,Some    said    that    this    problem    could    not    be    fixed         that    there    was    a    set    amount    of    wealth    and    it    could    only    be    shared    by    so    many    .    ,[]
427,Others    said    that    powerful    nations    with    large    economies    were    not    doing    enough    to    help    improve    rapidly    evolving    economies    of    Third    World    .    ,[]
428,However         developing    countries    faced    many    challenges         including    scale    of    task    to    be    surmounted         rapidly    growing    populations         and    need    to    protect    environment    and    cost    that    goes    along    with    it.,[]
429,Terrorism         dictatorship         and    spread    of    nuclear    weapons    were    other    issues    requiring    attention    .    ,['Terrorism         ']
430,world    was    still    blighted    by    small-scale    wars    and    other    violent    conflicts         fueled    by    competition    over    resources    and    ethnic    conflicts    .    ,[]
431,Despots    such    as    Kim    Jong-il    of    North    Korea    continued    to    lead    their    nations    toward    development    of    nuclear    weapons    .                 ,['Korea']
432,Disease    threatened    to    destabilize    many    regions    of    world    .    ,[]
433,New    viruses    such    as    SARS    and    West    Nile    continued    to    spread    .                              ,[]
434,In    poor    nations         malaria    and    other    diseases    affected    majority    of    population    .    ,[]
435,Millions    were    infected    with    HIV         virus    which    causes    AIDS    .    ,[]
436,virus    was    becoming    an    epidemic    in    southern    Africa    .                 ,['Africa']
437,"Perhaps    most    importantly         it    was    speculated    that    in    long    term         environmental    problems    threatened    planet   "" s""   livability    .    ",[]
438,most    serious    problem    was    global    warming         which    was    predicted    to    frequently    flood    coastal    areas         due    to    human-caused    emission    of    greenhouse    gases         particularly    carbon    dioxide    produced    by    burning    of    fossil    fuels    .    ,[]
439,Like    threat    of    a    nuclear    world    war         shift    of    climate    change    has    since    added    to    fear    of    possibility    of    human    extinction         although    not    overnight    but    over    several    decades    .                 ,[]
440,"This    prompted    many    nations    to    negotiate    and    sign    Kyoto    treaty         which    set    mandatory    limits    on    carbon    dioxide    emissions    .                 celebration    of   th    century    ’    s    ending    expressed    popular    opinion    that    New    Year   "" s""   Eve       and    New    Year   "" s""   Day       marked    turn    of    millennium         while    strictly    speaking   th    century    ended    on    New    Year   "" s""   Eve       and   st    century    began    on    New    Year   "" s""   Day   .See    also         edit         Timeline    of   th    centuryInfectious    disease    in   th    centuryDeath    rates    in   th    centuryList    of    battles   -200020th    century    inventions20th-century    artList    of   th-century    religious    leadersModernismModern    artReferences         edit         ^    ``    Franz    Ferdinand    assassinated    in    Sarajevo    |    Century    Ireland   ""  ""   .    ","['Kyoto', 'Eve       ', 'Day       ', 'Eve       ', 'Sarajevo']"
441,www.rte.ie    .    ,[]
442,"Retrieved   -12-11.^    ``    How    World    Went    To    War    In      ""  ""   .    ",[]
443,Imperial    War    Museums    .       ,[]
444,February       .    ,[]
445,Retrieved   -12-11.^    Wilde         Robert            September            .    ,[]
446,"``    Major    Alliances    of    World    War    I    Began    as    Hope    for    Mutual    Protection   ""  ""   .    ",[]
447,ThoughtCo    .    ,['ThoughtCo']
448,Retrieved   -12-11.^    ``    Who    was    involved    in    First    World    War    ?    ,[]
449,Who    was    on    each    side    ?   ,[]
450,"""  ""   .    ",[]
451,History    Extra    .    ,[]
452,"Retrieved   -12-11.^    ``    WWI    Centennial    :    Treaty    of    Brest-Litovsk   ""  ""   .    ",[]
453,mentalfloss.com    .   ,[]
454,-03-05    .    ,[]
455,Retrieved   -12-11.^    Anthony         Maria            August            .    ,[]
456,"``    From    Amiens    to    Armistice    :    Hundred    Days    Offensive   ""  ""   .    ",[]
457,Imperial    War    Museums    .    ,[]
458,"Retrieved   -12-11.^    ``    First    World    War.com    -    Weapons    of    War    :    Machine    Guns   ""  ""   .    www.firstworldwar.com    .    ",[]
459,Retrieved   -12-11.^    Mason         Amanda            January            .    ,[]
460,"``    U-Boat    Campaign    That    Almost    Broke    the United Kingdom   ""  ""   .    ",['the United Kingdom']
461,Imperial    War    Museums    .    ,[]
462,"Retrieved   -12-11.^    ``    Remembering    day    first    poison    gas    attack    changed    face    of    warfare    forever   ""  ""   .    ",[]
463,Independent    .   ,[]
464,-04-28    .    ,['-04-28    ']
465,Retrieved   -12-11.^    Brosnan         Matt            January            .    ,[]
466,"``    How    the United Kingdom    Invented    Tank    In    First    World    War   ""  ""   .    ",[]
467,Imperial    War    Museums    .    ,[]
468,Retrieved   -12-11.^    Dunleavy         Brian    .    ,[]
469,"``    Life    in    Trenches    of    World    War    I   ""  ""   .    ",[]
470,HISTORY    .    ,[]
471,Retrieved   -12-11.^    ``    National    Archives    Learning    Curve    |    Great    War    |    Why    was    it    hard    to    make    peace    ?   ,[]
472,"""  ""   .    ",[]
473,www.nationalarchives.gov.uk    .    ,[]
474,"Retrieved   -12-11.^    ``    First    World    War.com    -    Primary    Documents    -    Friedrich    Ebert    on    First    Post-Imperial    German    Government        -17    November      ""  ""   .    www.firstworldwar.com    .    ",[]
475,"Retrieved   -12-11.^    ``    Crumbling    of    Empires    and    Emerging    States    :    Czechoslovakia    and    Yugoslavia    as         Multi         national    Countries    |    International    Encyclopedia    of    First    World    War         WW1        ""  ""   .    ","['Czechoslovakia', 'Yugoslavia']"
476,encyclopedia.1914-1918-online.net    .    ,[]
477,"Retrieved   -12-11.^    ``    BBC    -    History    -    World    Wars    :    League    of    Nations    and    United    Nations   ""  ""   .    ",['BBC']
478,www.bbc.co.uk    .    ,[]
479,Retrieved   -12-11.^    Schmitt         Hans    A.    ;    Virginia         University    of                 .    ,[]
480,Neutral    Europe    Between    War    and    Revolution               .    ,[]
481,Charlottesville         VA    :    University    of    Virginia    Press    .    ,[]
482,p.       .    ,[]
483,"ISBN   .^    ``    On    Final    Victory    of    Socialism    in    the United StatesS.R.   ""  ""   www.marxists.org    .    ",[]
484,"Retrieved   -12-11.^    ``    Collectivization    and    Industrialization   ""  ""   .    ",[]
485,www.loc.gov    .    ,[]
486,Retrieved   -12-11.^    Darling         Kylie                 .    ,[]
487,"``    Foreign    Communist    Experience    in    Stalin   "" s""   the Soviet Union    :    A    Course    in    Disillusionment   ""  ""   .    ","['Stalin', 'the Soviet Union']"
488,Honors    Project    .       ,[]
489,":   .^    ``    Politics    in    Great    Depression   ""  ""   .    ",[]
490,www.shmoop.com    .    ,[]
491,Retrieved   -12-11.^    Marks         Julie    .    ,[]
492,"``    What    Caused    Stock    Market    Crash    of       ?   ""  ""   .    ",['What    Caused    Stock    Market    Crash    of       ']
493,HISTORY    .    ,[]
494,"Retrieved   -12-11.^    Webb         Allen    P.    ``    Weighing    the United States    government   "" s""   response    to    crisis    :    A    dialogue    |    ",['the United States']
495,"McKinsey   ""  ""   .    www.mckinsey.com    .    ",[]
496,Retrieved   -12-11.^    ``    Why    did    Great    Depression    cause    a    crisis    for    capitalism    ?   ,[]
497,"""  ""   .    ",[]
498,South    African    History    Online    .   ,[]
499,-03-22    .    ,[]
500,Retrieved   -12-11.^    Amenta         Edwin    ;    Carruthers         Bruce    G.         October            .    ,[]
501,"``    Formative    Years    of    the United States    Social    Spending    Policies    :    Theories    of    Welfare    State    and    the United Statesn    States    During    Great    Depression   ""  ""   .    ",['the United States']
502,the United Statesn    Sociological    Review    .                    ,['the United Statesn    Sociological    Review    ']
503,:   –678    .    ,['678']
504,doi:10.2307/2095814    .    ,[]
505,JSTOR   .^    Ebner         Michael        -01-30         .    ,['Michael        -01-30']
506,"``    ``    This    Is    Violence    of    Which    I    Approve   ""  ""   :    A    short    history    of    political    violence    that    helped    Mussolini    attain    power   ""  ""   .    ",['Mussolini']
507,Slate    .    ,[]
508,ISSN   -2339    .    ,['ISSN']
509,Retrieved   -12-11.^    Douglasandslavery    Says        -05-06         .    ,[]
510,"``    Benito    Mussolini    &    Italian    Fascism    State   ""  ""   .    ",['Italian']
511,Italian    Fascism    .    ,['Italian']
512,Retrieved   -12-11.^    Connelly         John                 .    ,[]
513,"``    Nazis    and    Slavs    :    From    Racial    Theory    to    Racist    Practice   ""  ""   .    ",[]
514,Central    European    University    .                    ,[]
515,:   –33    .    ,['33']
516,JSTOR   .^    Steinweis         Alan    E.    ;    Rogers         Daniel    E.                 .    ,"['Steinweis', 'Alan    E.']"
517,Impact    of    Nazism    :    New    Perspectives    on    Third    Reich    and    Its    Legacy    .    ,[]
518,Lincoln    &    London    :    University    of    Nebraska    Press    .    ,['Lincoln    &    London']
519,p.       .    ,[]
520,ISBN   .^    Gritz         Jennie    Rothenberg        -03-13         .    ,[]
521,"``    Early    Warnings    :    How    the United Statesn    Journalists    Reported    Rise    of    Hitler   ""  ""   .    ",['Hitler']
522,Atlantic    .    ,[]
523,"Retrieved   -12-11.^    ``    Pre-war    British    government    responses   ""  ""   .    ",['British']
524,Holocaust    Explained    .    ,[]
525,Archived    from    original    on   -04-20    .    ,['-04-20    ']
526,"Retrieved   -12-11.^    ``    Hitler    announces    an    Anschluss    with    Austria   ""  ""   .    ",['Austria']
527,HISTORY    .       ,[]
528,November       .    ,['November']
529,Retrieved   -12-11.^    Nelsson         Richard            September            .    ,[]
530,"``    Munich    Agreement    -    archive         September      ""  ""   .    ",[]
531,Guardian    .    ,[]
532,ISSN   -3077    .    ,['ISSN']
533,Retrieved   -12-11.^    Wiegrefe         Klaus        -09-02         .    ,['Klaus        -09-02         ']
534,"``    Road    to    World    War    II    :    How    Appeasement    Failed    to    Stop    Hitler   ""  ""   .    ",[]
535,Spiegel    Online    .    ,[]
536,"Retrieved   -12-11.^    ``    Between    wars    –    failure    of    young    democracies   ""  ""   .    ",[]
537,deutschland.de    .   ,[]
538,-06-11    .    ,[]
539,Retrieved   -12-11.^    Peck         Michael        -07-24         .    ,['Michael        -07-']
540,"``    Spanish    Civil    War    :    A    Trial    Run    for    World    War    II   ""  ""   .    ",[]
541,National    Interest    .    ,[]
542,"Retrieved   -12-11.^    ``    BBC    -    History    -    World    Wars    :    Invasion    of    Poland   ""  ""   .    ","['BBC', 'Poland']"
543,www.bbc.co.uk    .    ,[]
544,"Retrieved   -12-12.^    ``    Molotov-Ribbentrop    Pact    :    A   "" honeymoon""  "" ""   for    two    dictators    |    DW    |   .08.2014   ""  ""   .    ",['two']
545,DW.COM    .    ,[]
546,"Retrieved   -12-12.^    ``    End    of    Trench    Warfare   ""  ""   .    ",[]
547,Trench    Warfare    .    ,[]
548,"Retrieved   -12-12.^    ``    German-Soviet    Nonaggression    Pact   ""  ""   .    ",['German']
549,HISTORY    .    ,[]
550,"Retrieved   -12-12.^    ``    Winter    War    :    Russia    Invades    Finland   ""  ""   .    ","['Russia', 'Finland']"
551,warfarehistorynetwork.com    .    ,[]
552,"Retrieved   -12-12.^    ``    Why    Finland    allied    itself    with    Nazi    Germany    |    Letter   ""  ""   .    ","['Finland', 'Nazi', 'Germany']"
553,Guardian    .   ,[]
554,-02-23    .    ,[]
555,ISSN   -3077    .    ,['ISSN']
556,"Retrieved   -12-12.^    ``    the United Kingdom   "" s""  "" Phoney""  "" ""   Start    To    Second    World    War   ""  ""   .    ",['Phoney']
557,Imperial    War    Museums    .    ,[]
558,"Retrieved   -12-12.^    ``       :    Churchill    takes    helm    as    Germans    advance   ""  ""   .    ","['Churchill', 'Germans']"
559,BBC    .   ,['BBC']
560,-05-10    .    ,['-05-10']
561,Retrieved   -12-12.^    Saunders         Tim        -01-01         .    ,['Tim        -01-01         ']
562,Fort    Eben    Emael    .    ,['Fort    Eben    Emael    ']
563,Casemate    Publishers    .    ,[]
564,"ISBN   .^    ``    BBC    -    History    -    World    Wars    :    Norway    Campaign    in    World    War    Two   ""  ""   .    ",['BBC']
565,www.bbc.co.uk    .    ,[]
566,"Retrieved   -12-12.^    ``    Germany   "" s""   Invasion    of    Denmark    and    Norway   ""  ""   .    ","['Germany', 'Denmark', 'Norway']"
567,Bulletin    of    International    News    .                    ,[]
568,:   –478    .       ,['478']
569,April       .    ,[]
570,JSTOR   .^    Levine         Paul    A    .                 .    ,['JSTOR']
571,"``    Swedish    neutrality    during    Second    World    War    :    tactical    success    or    moral    compromise    ?   ""  ""   .    ",['Swedish']
572,In    Wylie         Neville         ed.         .    ,[]
573,European    Neutrals    and    Non-Belligerents    During    Second    World    War    .    ,['European']
574,Cambridge    University    Press    .    ,['Cambridge    University    Press    ']
575,"ISBN   .^    ``    France    to    surrender   ""  ""   .    ",['France']
576,HISTORY    .       ,[]
577,July       .    ,[]
578,"Retrieved   -12-12.^    ``    Evacuation    of    Dunkirk    -    May      ""  ""   .    ",['Dunkirk']
579,Historic    UK    .    ,"['Historic', 'UK']"
580,"Retrieved   -12-12.^    ``    On    This    Day    :    France    Surrenders    to    Nazi    Germany   ""  ""   .    www.findingdulcinea.com    .       ","['France', 'Nazi', 'Germany']"
581,June       .    ,[]
582,Retrieved   -12-12.^    Zimmerman         Dwight    .    ,[]
583,"``    Charles    de    Gaulle    and    Free    French   ""  ""   .    ",['French']
584,Defense    Media    Network    .    ,[]
585,Retrieved   -12-12.^    Carrier         Richard        -03-15         .    ,[]
586,"``    Réflexions    sur   ""l efficacité""   militaire    de   ""l armée""   des    Alpes        -25    juin      ""  ""   .    ",[]
587,Revue    Historique    des    Armées         in    French                      :   –93    .    ,"['Revue    Historique    des    Armées         in    French                      :   –', '93']"
588,doi:10.3917/rha.250.0085    .    ,[]
589,ISSN   -3299    .    ,['ISSN']
590,"S2CID   .^    ``    Italy    a    burden    on    Hitler    in    World    War    II    -    World    -    Dunya    News   ""  ""   .    ","['S2CID', 'World    War    II', 'Dunya    News']"
591,dunyanews.tv    .       ,[]
592,February       .    ,[]
593,Retrieved   -12-12.^    ``    Italy    Tried    to    Invade    Greece    in    World    War    II    .    ,"['Greece', 'World    War    II']"
594,"It    Was    a    Disaster   ""  ""   .    ",[]
595,National    Interest    .   ,[]
596,-07-28    .    ,[]
597,Retrieved   -12-12.^    ``       :    ,[]
598,"Victory    for    RAF    in    Battle    of    the United Kingdom   ""  ""   .   ",['the United Kingdom']
599,-09-15    .    ,[]
600,Retrieved   -12-12.^    Grant         Rebecca         October            .    ,['October            ']
601,"``    Stuka    Terror    :    Germany   "" s""   shrieking    Ju       dive    bomber    lingered    in    mind    as    a    truly    dreaded    air    weapon   ""  ""   .    ",['Germany']
602,Air    Force    Magazine    .    ,[]
603,"Retrieved   -12-12.^    ``    BBC    -    History    -    the United Kingdom    bombs    Berlin         pictures         video         facts    &    news        ""  ""   .    ","['BBC', 'United Kingdom']"
604,www.bbc.co.uk    .    ,[]
605,"Retrieved   -12-12.^    ``    BBC    -    History    -    Hitler    postpones    invasion    of    the United Kingdom         pictures         video         facts    &    news        ""  ""   .    ","['BBC', 'Hitler']"
606,www.bbc.co.uk    .    ,[]
607,"Retrieved   -12-12.^    ``    Radar    and    Battle    of    the United Kingdom   ""  ""   .    ","['Radar', 'the United Kingdom']"
608,History    Learning    Site    .    ,[]
609,Retrieved   -12-12.^    Middleton         Drew        -06-21         .    ,[]
610,"``    Hitler   "" s""   Russian    Blunder   ""  ""   .    ",['Russian']
611,New    York    Times    .    ,[]
612,ISSN   -4331    .    ,['ISSN']
613,Retrieved   -12-12.^    Shirer         William    L.                 .    ,[]
614,Rise    And    Fall    Of    Third    Reich    :    A    History    of    Nazi    Germany    .    ,"['Nazi', 'Germany']"
615,New    York    :    Simon    and    Schuster    .    ,['Simon']
616,p.       .    ,[]
617,"ISBN   .^    ``    Operation    Barbarossa   ""  ""   .    ",[]
618,HISTORY    .       ,[]
619,October       .    ,['October']
620,Retrieved   -12-12.^    ``    What    Stalin    Knew    :    ,[]
621,"Enigma    of    Barbarossa    —    Central    Intelligence    Agency   ""  ""   .    ",['Enigma']
622,www.cia.gov    .    ,[]
623,Archived    from    original    on    June               .    ,[]
624,Retrieved   -12-12.^    Hickman         Kennedy            September            .    ,[]
625,"``    Death    in    Snow    :    Battle    of    Moscow   ""  ""   .    ",['Moscow']
626,ThoughtCo    .    ,['ThoughtCo']
627,"Retrieved   -12-12.^    ``    Rommel    in    Africa   ""  ""   .    ",['Africa']
628,HISTORY    .       ,[]
629,November       .    ,['November']
630,"Retrieved   -12-12.^    ``    World    War    II    :    North    Africa    Campaign   ""  ""   .    ",[]
631,HistoryNet    .   ,[]
632,-06-12    .    ,['12']
633,"Retrieved   -12-12.^    ``    World    War    II    in    Middle    East   ""  ""   .    ",['Middle    East']
634,warfarehistorynetwork.com    .    ,[]
